881300861,2017-04-06 07:55:06,龙胜站,500759.5660 ,2504511.0750 ,2017-04-06 08:08:46,上塘站,500796.0085 ,2503641.1997 ,龙胜站-SUBWAY-2-上塘站,龙胜站-地铁四号线-2-上塘站,13.67,1,0,2230.000000
881300861,2017-04-06 08:45:56,上塘站,500796.0085 ,2503641.1997 ,2017-04-06 08:54:52,深圳北站,502605.6701 ,2500719.6765 ,上塘站-SUBWAY-2-深圳北站,上塘站-地铁四号线-2-深圳北站,8.93,2,0,15948.000000
881300861,2017-04-06 13:20:40,深圳北站,502605.6701 ,2500719.6765 ,2017-04-06 13:32:06,民乐站,504466.2427 ,2498930.7699 ,深圳北站-SUBWAY-2-民乐站,深圳北站-地铁四号线-2-民乐站,11.43,2,0,15050.000000
881300861,2017-04-06 17:42:56,民乐站,504466.2427 ,2498930.7699 ,2017-04-06 17:52:30,深圳北站,502605.6701 ,2500719.6765 ,民乐站-SUBWAY-1-深圳北站,民乐站-地铁四号线-1-深圳北站,9.57,2,0,9012.000000
881300861,2017-04-06 20:22:42,深圳北站,502605.6701 ,2500719.6765 ,2017-04-06 20:36:06,龙胜站,500759.5660 ,2504511.0750 ,深圳北站-SUBWAY-1-龙胜站,深圳北站-地铁四号线-1-龙胜站,13.4,3,0,0.010000
881300863,2017-04-06 07:30:45,上水径站,510308.4197 ,2501941.9212 ,2017-04-06 08:03:32,龙胜站,500759.5660 ,2504511.0750 ,上水径-SUBWAY-2-深圳北-SUBWAY-1-龙胜,上水径-地铁五号线-2-深圳北-地铁四号线-1-龙胜,32.78,8,0,34846.000000
881300863,2017-04-06 17:44:18,龙胜站,500759.5660 ,2504511.0750 ,2017-04-06 18:15:33,下水径站,510852.6433 ,2501193.4074 ,龙胜-SUBWAY-2-深圳北-SUBWAY-1-下水径,龙胜-地铁四号线-2-深圳北-地铁五号线-1-下水径,31.25,9,0,0.020000
881300864,2017-04-06 21:38:14,龙胜站,500759.5660 ,2504511.0750 ,2017-04-06 21:56:16,上梅林站,505616.5114 ,2496166.1187 ,龙胜站-SUBWAY-2-上梅林站,龙胜站-地铁四号线-2-上梅林站,18.03,6,0,3600.123000
881300869,2017-04-06 14:08:36,龙胜站,500759.5660 ,2504511.0750 ,2017-04-06 14:16:12,清湖站,503236.3871 ,2506642.1744 ,龙胜站-SUBWAY-1-清湖站,龙胜站-地铁四号线-1-清湖站,7.6,2,0,25296.000000
881300869,2017-04-06 21:17:48,清湖站,503236.3871 ,2506642.1744 ,2017-04-06 21:28:46,龙胜站,500759.5660 ,2504511.0750 ,清湖站-SUBWAY-2-龙胜站,清湖站-地铁四号线-2-龙胜站,10.97,2,0,0.010000
881300872,2017-04-06 09:16:19,梅龙天桥,506923.297290336,2496167.57875204,2017-04-06 09:26:33,潜龙花园,503707.272453033,2500382.80022006,梅龙天桥-M401-1-潜龙花园,梅龙天桥-M401-1-潜龙花园,10.23,4,0,25881.000000
881300872,2017-04-06 16:37:54,潜龙花园,503715.351271773,2500379.36960198,2017-04-06 19:10:20,清湖站,503236.3871 ,2506642.1744 ,潜龙花园-M201-2-民乐地铁站②|民乐站-SUBWAY-1-龙胜站|龙胜站-SUBWAY-1-清湖站,潜龙花园-M201-2-民乐地铁站②|民乐站-地铁四号线-1-龙胜站|龙胜站-地铁四号线-1-清湖站,152.43,10,2,3600.123000
881300877,2017-04-06 10:15:56,清湖站,503236.3871 ,2506642.1744 ,2017-04-06 12:26:40,清湖站,503236.3871 ,2506642.1744 ,清湖站-SUBWAY-1-清湖站|清湖站-SUBWAY-1-清湖站,清湖站-地铁四号线-1-清湖站|清湖站-地铁四号线-1-清湖站,130.73,0,1,4490.000000
881300877,2017-04-06 13:41:30,清湖站,503236.3871 ,2506642.1744 ,2017-04-06 14:43:45,大芬站,513695.9414 ,2501109.2076 ,清湖站-SUBWAY-2-龙胜站|龙胜-SUBWAY-2-深圳北-SUBWAY-1-布吉-SUBWAY-1-大芬,清湖站-地铁四号线-2-龙胜站|龙胜-地铁四号线-2-深圳北-地铁五号线-1-布吉-地铁三号线-1-大芬,62.25,15,1,19399.000000
881300877,2017-04-06 20:07:04,大芬站,513695.9414 ,2501109.2076 ,2017-04-06 20:11:08,木棉湾站,512883.0971 ,2500327.2274 ,大芬站-SUBWAY-2-木棉湾站,大芬站-地铁三号线-2-木棉湾站,4.07,1,0,2462.000000
881300877,2017-04-06 20:52:10,木棉湾站,512883.0971 ,2500327.2274 ,2017-04-06 20:56:59,大芬站,513695.9414 ,2501109.2076 ,木棉湾站-SUBWAY-1-大芬站,木棉湾站-地铁三号线-1-大芬站,4.82,1,0,3600.123000
881300884,2017-04-06 14:13:52,丹竹头站,514699.3175 ,2501729.2419 ,2017-04-06 14:42:10,杨美站,507697.8574 ,2502506.7045 ,丹竹头-SUBWAY-2-布吉-SUBWAY-2-杨美,丹竹头-地铁三号线-2-布吉-地铁五号线-2-杨美,28.3,7,0,5419.000000
end,
