机场11,地铁十一号线,480375.242875000000000,2502189.758100000200000
吉祥3,地铁三号线,524604.187066999960000,2511717.855020000100000
景田9,地铁九号线,503943.760322000020000,2494385.156500000000000
景田2,地铁二号线,503990.742190000020000,2494387.730469999800000
科学馆1,地铁一号线,509229.193746000000000,2492970.291540000100000
科苑2,地铁二号线,493999.066853999980000,2491494.130940000100000
老街1,地铁一号线,511440.464650000010000,2493366.974549999900000
老街3,地铁三号线,511440.564650000010000,2493366.974549999900000
鲤鱼门1,地铁一号线,489563.985557999990000,2492066.259010000200000
莲花北4,地铁四号线,505571.117761000000000,2495176.359989999800000
莲花村3,地铁三号线,506466.228500000030000,2493858.916689999900000
莲花西2,地铁二号线,504582.034071000000000,2493667.347389999800000
临海5,地铁五号线,488088.944859999990000,2493366.203859999800000
灵芝5,地铁五号线,489682.097940000010000,2496183.977870000100000
留仙洞5,地铁五号线,493724.561548000030000,2497413.065830000200000
六约3,地铁三号线,518062.610676000010000,2503357.936019999900000
龙城广场3,地铁三号线,525639.717803000010000,2512524.361080000200000
龙华4,地铁四号线,501804.319369999980000,2505281.975790000100000
龙井7,地铁七号线,496904.641764000000000,2495577.295109999800000
龙胜4,地铁四号线,500759.566026000010000,2504511.074980000000000
鹿丹村9,地铁九号线,510710.215701000010000,2492375.191800000100000
罗湖1,地铁一号线,511721.995914000030000,2492060.334770000100000
马鞍山11,地铁十一号线,480672.484096999980000,2512478.592280000000000
梅村9,地铁九号线,504910.609676000020000,2496054.107530000200000
梅景9,地铁九号线,503373.994598000020000,2495097.363580000100000
民乐4,地铁四号线,504466.242656000020000,2498930.769900000200000
民治5,地铁五号线,503677.628210000000000,2501498.097140000200000
木棉湾3,地铁三号线,512883.097124000020000,2500327.227450000100000
南联3,地铁三号线,526794.000662000030000,2513086.261090000200000
南山11,地铁十一号线,491674.828220000020000,2491165.373660000000000
泥岗9,地铁九号线,509536.630681000010000,2495951.748999999800000
农林7,地铁七号线,501370.148777000020000,2492964.864889999900000
坪洲1,地铁一号线,486210.985578000020000,2496148.144059999800000
前海湾1,地铁一号线,489026.463433999980000,2492627.357270000000000
前海湾5,地铁五号线,489020.407277000020000,2492622.285269999900000
前海湾11,地铁十一号线,489032.415358999980000,2492627.226030000000000
侨城北2,地铁二号线,498401.914524000020000,2493380.029350000000000
侨城东1,地铁一号线,499156.094705000000000,2492071.565959999800000
侨香2,地铁二号线,500963.094538000000000,2493982.887829999900000
桥头11,地铁十一号线,480055.266276000010000,2509319.188870000200000
清湖4,地铁四号线,503236.387058000020000,2506642.174430000100000
人民南9,地铁九号线,511614.085351000020000,2492405.206799999800000
沙井11,地铁十一号线,481448.439103999990000,2514010.126089999900000
沙尾7,地铁七号线,503853.737170999990000,2490780.131870000200000
晒布3,地铁三号线,512099.678598000030000,2493937.922300000200000
上梅林9,地铁九号线,505646.841607999990000,2496055.915579999800000
上梅林4,地铁四号线,505586.181091999980000,2496276.321909999900000
上沙7,地铁七号线,503179.349004000020000,2491179.375039999800000
上水径5,地铁五号线,510308.419692000020000,2501941.921240000100000
上塘4,地铁四号线,500796.008498999990000,2503641.199719999900000
少年宫3,地铁三号线,505686.149366000030000,2493853.113210000100000
少年宫4,地铁四号线,505724.829481000020000,2493806.110100000200000
蛇口港2,地铁二号线,490463.690726000000000,2485927.408679999900000
深康2,地铁二号线,499400.076768000030000,2493635.186840000100000
深湾9,地铁九号线,497298.411938000000000,2491069.733740000100000
深云7,地铁七号线,498846.874558000010000,2494677.725740000100000
深圳北5,地铁五号线,502605.570057000010000,2500719.676539999900000
深圳北4,地铁四号线,502605.670057000010000,2500719.676539999900000
深圳大学1,地铁一号线,493718.827593999970000,2492736.043879999800000
深圳湾公园9,地铁九号线,498733.825417999990000,2490872.898500000100000
石厦7,地铁七号线,504985.295812000000000,2491020.931520000100000
石厦3,地铁三号线,504994.523754999970000,2491106.320340000100000
世界之窗2,地铁二号线,496843.310182000020000,2492582.256690000200000
世界之窗1,地铁一号线,496843.410182000020000,2492582.256690000200000
市民中心2,地铁二号线,505816.045661000010000,2492959.789189999900000
市民中心4,地铁四号线,505736.192098999980000,2493091.377020000000000
双龙3,地铁三号线,528005.247997000000000,2513842.068649999800000
水贝3,地铁三号线,512321.026360000020000,2496683.421399999900000
水湾2,地铁二号线,491249.656283000020000,2487235.340720000200000
松岗11,地铁十一号线,481994.581025000020000,2518644.159740000000000
笋岗7,地铁七号线,510908.986962000020000,2495489.366919999900000
太安7,地铁七号线,513567.792017000030000,2496603.038809999800000
太安5,地铁五号线,513566.391486999990000,2496580.327450000200000
塘坑3,地铁三号线,519303.409600000010000,2503908.763660000200000
塘朗5,地铁五号线,499489.391410999990000,2498462.892030000200000
塘尾11,地铁十一号线,480777.371144999980000,2510882.816769999900000
桃园1,地铁一号线,491766.820376000020000,2492089.561710000000000
桃源村7,地铁七号线,497622.998220000010000,2495135.784510000100000
田贝7,地铁七号线,512854.396582000020000,2495927.717259999800000
田贝3,地铁三号线,512849.030114999970000,2495938.609490000200000
通新岭3,地铁三号线,509380.726191000020000,2493904.930120000200000
湾厦2,地铁二号线,493197.634135000000000,2487778.701710000200000
文锦9,地铁九号线,512949.428565000010000,2493173.066740000200000
五和5,地铁五号线,505720.404941999990000,2502523.946640000200000
西丽5,地铁五号线,494661.686209000010000,2497434.887519999900000
西丽7,地铁七号线,494816.908166999990000,2497440.129350000100000
西丽湖7,地铁七号线,495963.458458999990000,2498869.225449999800000
西乡1,地铁一号线,485373.725365000020000,2496872.755150000100000
下梅林9,地铁九号线,503740.875881000010000,2495733.478269999800000
下沙9,地铁九号线,501996.307459999980000,2491708.679279999800000
下水径5,地铁五号线,510852.643288000020000,2501193.407389999800000
香梅9,地铁九号线,503548.898445000000000,2493509.594050000000000
香梅北2,地铁二号线,502920.874121000000000,2494412.416040000000000
香蜜2,地铁二号线,501940.669365999990000,2494312.238450000100000
香蜜湖1,地铁一号线,503457.443378000000000,2492774.468489999900000
向西村9,地铁九号线,512417.784088000010000,2492886.178619999900000
新安1,地铁一号线,488646.154558999990000,2493795.269009999900000
新秀2,地铁二号线,514800.093907999980000,2493758.516909999800000
兴东5,地铁五号线,491152.505949000010000,2497546.652189999800000
燕南2,地铁二号线,509033.257454000010000,2493390.681659999800000
杨美5,地铁五号线,507697.857413000020000,2502506.704489999900000
怡景5,地铁五号线,513886.993933000020000,2494661.858560000100000
益田3,地铁三号线,504751.788264999980000,2490283.243840000100000
银湖9,地铁九号线,508685.516825000000000,2495987.701950000100000
永湖3,地铁三号线,521897.790434999970000,2506085.323799999900000
园岭9,地铁九号线,510211.884536000030000,2494670.911870000000000
长岭陂5,地铁五号线,500545.820125000030000,2499472.268490000200000
长龙5,地铁五号线,511189.254591999980000,2500421.311240000200000
珠光7,地铁七号线,495422.255325999980000,2496059.968390000100000
竹子林1,地铁一号线,500921.194284999980000,2492175.158590000100000
孖岭9,地铁九号线,506504.123320000010000,2496051.544610000200000
182设计园a,高峰专线79路,511841.086319,2505127.930617
182设计园b,M346路,511855.384055,2505125.553275
189工业区a,M394路,520920.130909,2505933.195700
189工业区b,M394路,520914.712134,2505944.405255
189工业区(临时),M357路,520833.982853,2506034.188160
189工业区(临时站),M357路,520857.677563,2506015.766870
189工业区后门a,930路,521001.635969,2506111.022690
189工业区后门b,930路,520894.162367,2505952.319810
228工业区a,907路,520481.917625,2506648.704410
228工业区b,B679路,520572.761042,2506701.918430
22米大道中,B629路,526445.577530,2496661.920120
25区商业街a,603路,489267.624695,2495965.366185
25区商业街b,M376路,489249.618863,2495989.216198
301总站a,B837路,482662.250493,2509708.081940
301总站b,B837路,482649.977852,2509761.248900
310总站a,M351路,479504.202202,2512024.816388
310总站b,B716路,479482.600580,2512054.463675
312总站a,M288路,508529.639019,2513981.963670
312总站b,312路,508531.236491,2513981.158415
328工业区a,932路,522189.957912,2504638.586800
328工业区b,932路,522229.890503,2504652.985730
351路临时站台a,351路,527372.403663,2515104.872180
351路临时站台b,351路,527386.452522,2515064.756000
371总站,B741路,514202.599800,2499960.142750
388工业区a,979路,514425.548946,2506084.753722
388工业区b,372路,514422.329798,2506096.547860
50小区,B619左环路,524417.419177,2495377.838285
968工业区a,906路,523350.512215,2506132.196430
968工业区b,906路,523403.735645,2506149.618670
98工业区,782路,481516.163846,2511314.707203
tcl国际e城a,37路,492364.121954,2496101.220532
tcl国际e城b,高峰专线62路,492355.713938,2496084.272638
ykk厂后门a,653路,479305.080367,2511446.459333
ykk厂后门b,M331路,479343.818312,2511457.151497
ykk拉链厂a,B716路,479477.555192,2511368.360850
ykk拉链厂b,M251路,479481.807867,2511375.428260
阿宝工业园a,B861路,502772.797303,2513720.299785
阿宝工业园b,B861路,502826.320318,2513659.346805
埃迪蒙托a,M234路,485887.494777,2519580.087257
埃迪蒙托b,M284路,485711.451806,2519533.102402
艾美特公司,791路,492478.121614,2506718.801200
艾美特旧厂a,M345路,492025.179260,2507095.604760
艾美特旧厂b,M345路,492028.662628,2507095.529590
艾默生工业园a,M331路,478180.435671,2510767.691380
艾默生工业园b,M331路,478156.424556,2510755.749602
艾默生西门a,639路,477998.905874,2511254.847570
艾默生西门b,639路,477989.799009,2510894.702200
艾特特公司,791路,492574.124053,2506915.435070
爱地花园a,M229路,522536.033653,2513779.135528
爱地花园b,M361路,522672.744830,2513820.791253
爱国大厦a,83路,513038.495812,2494171.820358
爱国大厦b,29路,513064.008105,2494240.182361
爱华市场a,M370路,509009.390581,2492721.996134
爱华市场b,B622路环线,509040.548954,2492726.630180
爱联地铁站a,812路,523600.849644,2510436.813744
爱联地铁站b,811路,523595.542919,2510361.585183
爱联第二市场a,M458路,523783.896806,2510043.602695
爱联第二市场b,M304路,523745.512754,2510055.260535
爱联社区a,M268路,523386.316765,2510016.038994
爱联社区b,811路,523380.944537,2510044.112345
爱联小学a,M278路,523770.462116,2510670.727714
爱联小学b,M268路,523753.814313,2510704.692918
爱联嶂背村a,M278路,525827.828877,2509678.312840
爱联嶂背村b,M278路,525773.645519,2509627.107310
爱群路口,M336路,492062.511645,2509078.694910
爱榕园a,226路,492210.119045,2488594.237830
爱榕园b,K105路,492199.347756,2488595.067840
爱文学校a,398路,513615.335037,2511587.130055
爱文学校b,M361路,513707.977317,2511674.854660
爱心小区,M466路,523624.731437,2509671.354280
爱新路口a,M466路,523630.707084,2509669.123320
爱新路口b,M278路,523387.060019,2509831.113843
爱新小区,M466路,523621.189265,2509689.068930
安宝中心医院,M378路,487315.671815,2497294.731430
安芳小学a,69路,515355.547727,2493463.893167
安芳小学b,381路,515373.364108,2493389.039745
安芳小学(罗芳村总站)a,M383路,515373.009949,2493385.877880
安芳小学(罗芳村总站)b,M383路,515355.942558,2493453.461510
安合兴公司a,M336路,492217.840149,2509522.868330
安合兴公司b,M233路,492231.154751,2509534.894830
安华工业区a,615路,488720.867764,2497149.948520
安华工业区b,M393路,488609.536372,2497247.510414
安吉尔公司a,630路,491160.357774,2510663.074446
安吉尔公司b,M442路,491155.240626,2510491.809530
安吉尔集团a,769路,491165.364305,2510551.447250
安吉尔集团b,769路,491267.992712,2510447.707920
安佳工业区,M264路,504940.439361,2509504.486000
安佳工业园a,M289路,504944.239011,2509497.035640
安佳工业园b,B768路,504921.090441,2509493.767275
安乐工业区a,M393路,482574.650205,2499581.453100
安乐工业区b,M469路,482593.647509,2499605.778047
安良六村a,380A线,522432.925476,2502457.411270
安良六村b,380B线,522427.845129,2502493.893372
安良六村路口,930路,522424.471449,2502524.376750
安良路口a,380B线,522009.876440,2502984.792323
安良路口b,380A线,521982.560734,2503038.846726
安良市场a,380A线,522074.772446,2502870.509463
安良市场b,930B线,522091.440047,2502846.067848
安良五村,930路,523107.077808,2503457.677450
安通达工业区,B829路,492158.424120,2497262.910120
安托山a,B733路,500416.576293,2494249.144660
安托山b,B733路,500328.576543,2493801.897117
安托山场站a,N24路,499365.433090,2493395.033354
安托山场站b,M500路,499380.763312,2493388.368293
安托山高科技园a,M331路,477750.782791,2514508.067700
安托山高科技园b,338路,477813.474942,2514530.264795
安置小区a,610路,490622.807792,2497153.679747
安置小区b,M259路,490605.134557,2497165.944080
岸上林居a,B723路,524718.407989,2514833.386250
岸上林居b,B723路,524722.534841,2514875.256240
螯湖老村路口,M288路,508823.976607,2513524.989190
鳌湖老村a,312路,508861.083910,2513432.116315
鳌湖老村b,深莞2线,508789.974340,2513401.450227
坳背村a,930路,521421.467407,2507118.080760
坳背村b,930路,521422.818332,2507160.437150
坳背路口a,M229路,521954.892852,2507064.866900
坳背路口b,M229路,521995.883169,2507064.046150
坳背市场a,M229路,521497.357557,2507177.162280
坳背市场b,M229路,521555.001833,2507172.811210
奥创动力a,B716路,480201.719758,2513492.772990
奥创动力b,B716路,480222.348007,2513580.044300
奥林巴斯a,M343路,493253.255164,2494596.427230
奥林巴斯b,332路,493241.240988,2494595.426606
奥林华府a,M447路,522105.584607,2511200.966773
奥林华府b,E5路,522206.010083,2511197.177530
奥普电子厂a,906路,524065.599374,2506307.256590
奥普电子厂b,906路,524035.066704,2506298.598910
奥赛制药,B607路,493139.155632,2493996.843340
奥斯特,B738路,530109.880268,2517991.281930
澳头街道办a,深惠1线,554414.090153,2513799.432750
澳头街道办b,深惠1线,554423.514536,2513885.770020
澳头总站a,374路,513391.100953,2503779.232765
澳头总站b,373路,513808.833258,2503784.097017
澳头总站(下李朗市场),375路,513393.724976,2503766.767720
澳子头村a,M295路,532447.336140,2508753.703192
澳子头村b,M294路,532406.297045,2508736.496270
澳子头社康中心a,M277路,532238.326012,2508233.287500
澳子头社康中心b,M277路,532351.155676,2508373.792555
八卦二路a,371路,509638.324087,2494974.535170
八卦二路b,371路,509689.705404,2494985.255905
八卦岭①a,357路,509628.375994,2494640.455057
八卦岭①b,东部华侨城旅游专线,509823.652055,2494660.293937
八卦岭社康中心a,323路,509777.262023,2495326.028194
八卦岭社康中心b,M389路,509781.797921,2495341.647810
八卦路a,352路,509721.474281,2495122.400350
八卦路b,8路,509720.345527,2495102.776695
八卦五街,B615路,509319.784614,2495143.245535
巴丁街,29路,510112.054839,2492722.028690
芭田厂a,M255路,480184.649780,2518445.229650
芭田厂b,M255路,480175.509725,2518450.353640
坝光新村1,968B线,541361.457800,2503549.031840
坝光新村①a,968B线,541247.530460,2503548.577710
坝光新村①b,M426路,541145.554413,2503582.433100
坝光新村②a,968B线,540851.923781,2503712.362500
坝光新村②b,968B线,540809.101362,2503748.298190
白鸽湖村a,M289路,509241.709253,2509860.420610
白鸽湖村b,M289路,509240.868062,2509872.053830
白鸽湖路口a,M289路,508824.340927,2509972.080440
白鸽湖路口b,M289路,508807.117794,2509974.620190
白鸽笼公交接驳站,82路,512873.313772,2498994.271620
白虎头a,M270路,510831.037452,2509538.206570
白虎头b,M283路,510784.712044,2509473.595323
白花a,M462路,498350.932078,2514123.067645
白花b,M337路,498102.711949,2513994.120307
白花村a,M424路,498681.786474,2514269.589074
白花村b,B649路,498668.000252,2514291.149746
白花洞a,M424路,499506.927181,2514950.580610
白花洞b,M424路,499543.636092,2514778.575780
白花洞东广场,M424路,499177.525871,2514574.503680
白花洞路口a,M449路,498779.460015,2514183.839430
白花洞路口b,M337路,498775.063825,2514198.937670
白花洞社区,B649路,499526.973300,2514810.944190
白花广场东a,M424路,499178.326435,2514569.533527
白花广场东b,高峰专线106路,499161.672692,2514552.635720
白花社区,B649路,499522.744879,2514778.747360
白灰围a,M452路,522073.326281,2513089.859052
白灰围b,M452路,522265.490901,2513101.781042
白芒村a,392区间线,493287.155389,2501929.765027
白芒村b,325路,493242.525903,2502160.940775
白芒检查站,B644路,493157.764038,2502397.239750
白芒小学a,67路,493580.447951,2502602.616910
白芒小学b,M459路,493596.853082,2502624.233155
白坭坑村委,M270路,515618.661212,2505537.411850
白坭坑牌坊,M283路,514967.264636,2504813.489925
白坭坑新街,M270路,515174.676728,2505099.635030
白泥坑a,372路,514836.903268,2504650.356101
白泥坑b,M283路,514938.367975,2504448.955746
白泥坑牌坊,372路,514962.386511,2504816.517770
白沙水a,810路,525108.700633,2516491.075587
白沙水b,M446路,525052.935233,2516531.256070
白石伯恩厂a,深惠3线海滨支线,539280.496557,2517460.653705
白石伯恩厂b,深惠3线海滨支线,539418.749066,2517472.676140
白石冈a,968B线,543954.090848,2501847.132865
白石冈b,968B线,543981.923754,2501835.075260
白石科苑路口a,334区间线,493821.519367,2492145.533103
白石科苑路口b,M200路,494012.976721,2492106.777808
白石客运站a,深惠3线,538424.123955,2518193.681460
白石客运站b,深惠3A线,538424.669027,2518193.875687
白石龙村a,高峰专线91路,503570.698706,2499935.785422
白石龙村b,M360路,503588.016711,2499937.013597
白石龙村口a,60路,503569.026127,2499928.990630
白石龙村口b,E3路,503383.494734,2500104.582123
白石龙地铁站a,M262路,503833.142311,2499722.040913
白石龙地铁站b,B655路,503836.546692,2499695.372443
白石龙口,E3路,503582.224989,2499948.331350
白石龙南a,B653路,503169.647203,2499907.941250
白石龙南b,M365路A环,503122.122887,2499936.015185
白石龙总站a,M405路,503641.867280,2499999.881410
白石龙总站b,M405路,503646.368988,2500004.372800
白石路口a,深惠1线,538312.707082,2516282.246917
白石路口b,868区间线1,538177.770750,2516148.934818
白石路中a,45路,497523.894296,2491366.454532
白石路中b,49路,497525.741993,2491351.596670
白石门诊部,深惠3线,538024.351397,2517700.506230
白石厦村a,327路,481911.364649,2508109.498510
白石厦村b,M334路,481860.678039,2508107.819323
白石厦村委a,B711路,481360.413251,2508125.625680
白石厦村委b,B711路,481366.286305,2508117.199700
白石厦东a,M236路,482443.919608,2507791.075252
白石厦东b,M472路,482191.651868,2507795.165260
白石厦公交总站a,B716路,480264.256131,2508054.717680
白石厦公交总站b,B716路,480264.673436,2508074.858660
白石厦警区a,B711路,481546.466733,2508057.552480
白石厦警区b,B711路,481537.188312,2508060.803280
白石厦市场a,B711路,481648.797501,2507786.280380
白石厦市场b,B711路,481671.788404,2507761.476590
白石塘a,B671路,530236.610194,2519459.328840
白石塘b,978路,530244.269060,2519430.233576
白石塘村a,B671路,530256.037126,2519038.589970
白石塘村b,B671路,530236.547650,2519097.877710
白石塘路口a,M316路,529852.723862,2519087.286500
白石塘路口b,M316路,529881.361767,2519020.579340
白石洲,M487路,496282.313124,2492862.806360
白石洲①a,123路,496276.196397,2492782.248972
白石洲①b,N24路,496291.115028,2492837.228561
白石洲②a,M486路,496271.030129,2492783.950162
白石洲②b,海滨观光线,496303.176135,2492832.109638
白石洲③a,42路,496082.891436,2492918.960523
白石洲③b,M486路,496019.780779,2492884.029113
白石洲西a,M486路,495944.927427,2493464.242103
白石洲西b,58路,495906.061288,2493315.838796
白石综合市场a,深惠3线海滨支线,539790.286504,2517504.727165
白石综合市场b,深惠3线海滨支线,539850.987964,2517510.564780
白云坑路口a,深惠2线,544041.849847,2518700.436110
白云坑路口b,深惠2线,544033.853607,2518719.204710
白云坑桥(惠阳职业学校),深惠2线,544350.230176,2518853.096490
百度国际大厦a,高峰专线92路,493559.818628,2491295.184173
百度国际大厦b,高峰专线10路,493524.696042,2491271.024780
百富城a,802路,526425.828235,2514896.237120
百富城b,M307路,526460.290825,2515010.627577
百富城社区,M307路,526340.364354,2515138.526070
百鸽笼a,377路,513438.060359,2498686.677600
百鸽笼b,377路,513444.473830,2498696.413583
百鸽笼(西湖新村)a,B741路,513439.395493,2498687.308500
百鸽笼(西湖新村)b,B741路,513436.213769,2498683.271140
百鸽笼公交接驳站,82路,512873.610588,2499012.649160
百鸽笼总站a,377路,512895.147801,2499185.919075
百鸽笼总站b,377路,513928.948242,2498897.031855
百合山庄a,377路,511877.176472,2498856.359310
百合山庄b,377路,511755.697119,2498844.525930
百合盛世a,923路,523603.332176,2515302.567630
百合盛世b,M446路,523617.428140,2515252.973560
百合星城北a,323路,512018.811786,2499325.067762
百合星城北b,M281路,512012.641137,2499337.984025
百花村a,B622路环线,508753.752627,2494184.215720
百花村b,B622路环线,508745.377100,2494194.445240
百花二路a,B622路环线,508965.758438,2494116.907420
百花二路b,B622路环线,509079.662289,2494220.463500
百花四路a,B622路环线,508492.381233,2494150.907130
百花四路b,B622路环线,508519.313647,2494152.607620
百花一路a,B622路环线,509233.142519,2494161.431270
百花一路b,B622路环线,509240.569982,2494164.505820
百丽物流中心a,377路,513149.769353,2498580.743210
百丽物流中心b,822路,513110.121029,2498561.494560
百门前工业区a,M404路,513961.153541,2500334.235368
百门前工业区b,M309路,513677.318302,2500383.555954
百纳广场a,M486路,496693.803538,2491669.098763
百纳广场b,49路,496361.424915,2491815.254794
百仕达东郡a,320路,513679.269150,2496099.716415
百仕达东郡b,320路,513696.281943,2496094.492495
百仕达花园a,320路,513422.157575,2496163.621260
百仕达花园b,376路,513388.084936,2496147.775100
百事可乐a,B856路,523576.295640,2507930.155280
百事可乐b,B856路,523658.377718,2507958.886720
柏怡科技园,B679路,518907.746519,2502261.470490
坂田地铁站,839路,506866.340016,2502591.506460
坂田地铁站(坂田医院),E7路,506565.555648,2502567.936310
坂田二号路路口a, ,506275.595369,2501802.565335
坂田二号路路口b,M363路,506510.262906,2501735.018965
坂田岗大道路口, ,507004.829788,2501774.379240
坂田国际中心a,839路,507325.310519,2501783.670010
坂田国际中心b,839路,507343.544088,2501785.274120
坂田花城百货,328区间线,505748.581225,2505865.920560
坂田华城百货a,B667路,505733.328381,2505891.078562
坂田华城百货b,M346路,505748.382845,2505866.442739
坂田街道二办a,M383路,506770.367026,2505996.270039
坂田街道二办b,M267路,506833.047114,2505983.750758
坂田九鼎皇大酒店a,K545路空调,506688.915351,2502118.895370
坂田九鼎皇大酒店b,K545路空调,506683.668684,2502120.058820
坂田路口北a,B667路,506402.038733,2503656.955570
坂田路口北b,M346路,506396.180727,2503677.233150
坂田路口南a,M448路,506469.729970,2503459.491496
坂田路口南b, ,506511.229395,2503377.223280
坂田路口西a,982路,506347.708316,2503539.680838
坂田路口西b,313路,506311.973589,2503551.207642
坂田市场a,812路,506163.149754,2503509.262172
坂田市场b,M281路,505818.688272,2503314.336072
坂田手造文化街a,B742路,506356.104668,2501385.774245
坂田手造文化街b,393路,506317.159170,2501377.058397
坂田手造文化街(临时站),393路,506425.606320,2501476.743510
坂田文体中心a, ,507279.275593,2502923.550360
