1,12.92
0,0.00
0,0.00
0,0.00
2,31.95
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
1,21.19
2,48.72
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
1,36.72
0,0.00
1,27.37
0,0.00
1,6.99
0,0.00
0,0.00
0,0.00
1,28.30
0,0.00
0,0.00
1,9.48
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
1,16.09
1,34.99
0,0.00
0,0.00
0,0.00
1,29.37
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
1,48.23
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
1,9.67
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
2,76.69
0,0.00
0,0.00
0,0.00
0,0.00
1,57.50
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
1,75.34
1,6.33
0,0.00
10,279.32
0,0.00
0,0.00
0,0.00
0,0.00
1,20.33
2,20.57
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
3,370.17
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
2,61.84
1,8.93
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
2,45.75
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
1,35.90
0,0.00
0,0.00
0,0.00
1,21.80
1,29.88
0,0.00
0,0.00
