1,10,11,1,0
1,16,17,3,0
1,17,16,5,0
1,49,50,1,0
1,50,49,1,0
1,74,73,1,0
1,82,83,1,0
1,83,82,1,0
1,91,92,2,0
1,92,91,2,0
1,95,96,2,0
1,96,95,1,0
1,108,108,3,0
1,123,122,1,0
1,129,129,1,0
1,135,134,1,0
1,145,146,5,0
1,146,145,7,0
3,5817,114,1,0
4,6763,6763,1,0
