1,1,105,1,12.919000,1,233.183333,0.016667
1,5,85,1,19.318167,1,406.302598,0.016667
1,5,108,1,12.636333,1,95.783333,0.001162
1,17,93,1,21.186167,1,199.320000,0.016667
1,18,172,2,24.359500,2,42.550000,0.033333
1,26,29,1,36.719833,1,123.933333,0.016667
1,28,145,1,27.368833,1,3.565538,0.016667
1,30,52,1,6.986500,1,44.233333,0.007520
1,34,189,1,28.302333,1,90.316667,0.016667
1,37,187,1,9.484667,1,628.419809,0.016667
1,47,75,1,16.085667,1,13.003333,0.016667
1,48,95,1,34.985833,1,141.461464,0.016667
1,52,191,1,29.369667,0,0.000000,0.449955
1,67,161,1,48.234667,1,300.780850,0.016667
1,80,26,1,9.668500,1,265.964715,0.016667
1,92,34,1,60.153000,1,60.002050,0.016667
1,92,188,1,16.534667,1,657.750000,0.014122
1,97,108,1,57.501167,1,568.200000,0.031378
1,105,108,1,75.336333,0,0.000000,0.000000
1,106,108,1,6.334667,1,568.633333,0.003459
1,108,1,1,74.585333,1,48.150000,0.016667
1,108,97,1,50.052833,0,0.000000,1.000000
1,108,106,1,6.002833,0,0.000000,1.000000
1,108,129,1,7.602333,1,421.600000,0.002971
1,108,137,1,27.552833,0,0.000000,1.000000
1,108,138,1,13.667833,1,37.166667,0.016667
1,108,146,1,11.702167,1,167.833333,0.003016
1,108,173,2,28.452833,0,0.000000,1.000000
1,108,179,1,31.252833,0,0.000000,1.000000
1,113,188,1,20.334667,1,630.383333,0.016645
1,114,98,1,11.001167,1,527.392382,0.016667
1,114,146,1,9.569500,1,150.200000,0.002207
1,129,28,1,62.252167,1,323.316667,0.016667
1,129,129,1,130.735000,1,74.833333,0.009070
1,129,146,1,177.184833,1,253.583333,0.068990
1,137,108,2,30.917833,2,586.266667,0.034816
1,138,146,1,8.934667,1,265.800000,0.003646
1,146,91,1,34.319333,1,60.816667,0.016667
1,146,114,1,11.435500,1,250.833333,0.016667
1,168,191,1,35.902833,0,0.000000,0.550045
1,172,18,1,21.801333,1,526.667663,0.010907
1,173,108,1,29.884500,1,587.833333,0.016871
1,177,188,1,26.918167,1,522.866667,0.018276
1,188,113,1,24.603000,0,0.000000,1.000000
1,188,177,1,28.169833,0,0.000000,1.000000
1,190,73,1,16.718167,1,603.653333,0.016667
1,191,52,1,24.086167,1,43.933333,0.025751
1,191,168,1,29.202000,1,288.300000,0.016667
1,198,18,2,39.069583,0,0.000000,0.000000
2,6593,129,1,152.436000,1,60.002050,0.008480
3,250,1281,1,9.218667,0,0.000000,1.000000
3,251,5556,1,15.251000,1,573.620000,0.016667
3,1084,968,1,35.634500,1,557.974136,0.016667
3,1286,250,1,3.685333,1,33.466667,0.002093
3,1307,9817,1,61.403000,0,0.000000,1.000000
3,1780,1925,1,19.101667,1,324.903333,0.016667
3,1832,1897,1,7.386000,1,60.002050,0.016667
3,2087,3877,1,30.284333,1,517.500000,0.016667
3,2182,970,1,13.701167,1,528.304879,0.016667
3,2298,3225,1,22.035833,1,22.636667,0.016667
3,2640,2394,1,35.951167,1,537.483333,0.016667
3,3876,250,1,38.336000,1,60.002050,0.039043
3,3915,8758,1,10.953167,0,0.000000,1.000000
3,4314,6763,1,24.335000,1,54.483333,0.016667
3,4431,10570,1,52.234500,1,607.820000,0.016667
3,4573,9085,1,20.402333,1,55.486667,0.016667
3,4579,2399,1,28.202000,1,54.320000,0.016667
3,4995,8114,2,17.101917,0,0.000000,1.000000
3,5599,9146,1,150.136000,1,60.002050,0.016667
3,5748,6593,1,10.234833,1,431.350000,0.016667
3,6762,4549,1,13.618667,1,594.466667,0.016667
3,7562,7219,1,60.936000,1,93.878333,0.016667
3,8060,1825,1,12.536333,1,169.816667,0.016667
3,8115,4995,2,18.034500,2,286.708333,0.033333
3,8395,1307,1,52.385500,1,294.633333,0.016667
3,8751,5588,1,3.585667,1,316.470000,0.016667
3,10223,1282,1,22.485833,1,231.270000,0.016667
